"","ID","sample.id","date","location","inshore.offshore","replicate","taxon.code","species.name.field","species.name.revised","Tin","Tin+Dry","Tin+Ash","dm","afdm","year","month","day"
"24",2200,304,2007-05-15,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,4.787,3.4056,"2007","05","15"
"25",2202,304,2007-05-15,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.6127,1.5266,"2007","05","15"
"26",2204,305,2007-05-15,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,8.392,6.2353,"2007","05","15"
"27",2206,305,2007-05-15,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,4.0717,2.8757,"2007","05","15"
"28",2208,305,2007-05-15,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,6.4912,5.1946,"2007","05","15"
"29",2210,305,2007-05-15,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,13.257,9.0855,"2007","05","15"
"30",2212,305,2007-05-15,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,11.0618,7.7811,"2007","05","15"
"31",2214,306,2007-06-21,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,8.2667,5.9894,"2007","06","21"
"32",2216,306,2007-06-21,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,3.1335,2.4236,"2007","06","21"
"33",2218,306,2007-06-21,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,5.3389,4.0173,"2007","06","21"
"34",2220,306,2007-06-21,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,5.2453,3.7299,"2007","06","21"
"35",2222,306,2007-06-21,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,4.3303,3.1463,"2007","06","21"
"36",2224,307,2007-06-21,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,7.2377,5.6448,"2007","06","21"
"37",2226,307,2007-06-21,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,4.769,3.4703,"2007","06","21"
"38",2228,307,2007-06-21,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,3.5392,5.0925,"2007","06","21"
"39",2230,307,2007-06-21,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,5.4736,4.0082,"2007","06","21"
"40",2232,307,2007-06-21,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,3.6275,2.5281,"2007","06","21"
"41",2234,308,2007-07-26,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,2.8966,2.0037,"2007","07","26"
"42",2236,308,2007-07-26,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,3.096,1.8666,"2007","07","26"
"43",2238,308,2007-07-26,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,2.618,1.8157,"2007","07","26"
"44",2240,308,2007-07-26,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,3.3341,2.2915,"2007","07","26"
"45",2242,308,2007-07-26,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,2.0308,1.3238,"2007","07","26"
"46",2244,309,2007-07-26,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,2.1866,1.4634,"2007","07","26"
"47",2246,309,2007-07-26,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.8464,0.4169,"2007","07","26"
"48",2248,309,2007-07-26,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,2.2587,1.1543,"2007","07","26"
"49",2250,309,2007-07-26,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0662,0.7302,"2007","07","26"
"50",2252,309,2007-07-26,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.5465,1.0335,"2007","07","26"
"51",2254,310,2007-08-23,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1268,0.0594,"2007","08","23"
"52",2256,310,2007-08-23,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0,0,"2007","08","23"
"53",2260,310,2007-08-23,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,3.026,1.7816,"2007","08","23"
"54",2262,310,2007-08-23,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.7462,1.1063,"2007","08","23"
"55",2270,310,2007-08-23,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,1.6996,1.2921,"2007","08","23"
"56",2258,311,2007-08-23,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6636,0.3837,"2007","08","23"
"57",2264,311,2007-08-23,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,1.6746,0.99,"2007","08","23"
"58",2266,311,2007-08-23,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.9358,0.4113,"2007","08","23"
"59",2268,311,2007-08-23,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.4423,0.2665,"2007","08","23"
"60",2273,311,2007-08-23,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.148,0.5726,"2007","08","23"
"61",2274,311,2007-08-23,"Goodwin's","Offshore","D1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,1.3627,0.9773,"2007","08","23"
"62",2275,312,2007-09-24,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0839,0.858,"2007","09","24"
"63",2277,312,2007-09-24,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.9112,0.5766,"2007","09","24"
"64",2279,312,2007-09-24,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,1.181,0.8348,"2007","09","24"
"65",2281,312,2007-09-24,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0447,0.8115,"2007","09","24"
"66",2283,312,2007-09-24,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6543,0.5183,"2007","09","24"
"67",2285,313,2007-09-24,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.3793,0.2236,"2007","09","24"
"68",2287,313,2007-09-24,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1946,0.1174,"2007","09","24"
"69",2289,313,2007-09-24,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.2657,0.1766,"2007","09","24"
"70",2291,313,2007-09-24,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1452,0.095,"2007","09","24"
"71",2293,313,2007-09-24,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1045,0.0696,"2007","09","24"
"72",2295,313,2007-09-24,"Goodwin's","Offshore","C1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0723,0.0559,"2007","09","24"
"73",2440,314,2007-10-23,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6858,0.497,"2007","10","23"
"74",2442,314,2007-10-23,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1415,0.106,"2007","10","23"
"75",2444,314,2007-10-23,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,1.7857,1.067,"2007","10","23"
"76",2446,314,2007-10-23,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,2.0221,1.508,"2007","10","23"
"77",2448,314,2007-10-23,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.4076,0.31,"2007","10","23"
"78",2450,315,2007-10-23,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.0615,0.1763,"2007","10","23"
"79",2452,315,2007-10-23,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6943,0.38,"2007","10","23"
"80",2454,315,2007-10-23,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.2747,0.198,"2007","10","23"
"81",2456,315,2007-10-23,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.4839,0.362,"2007","10","23"
"82",2458,315,2007-10-23,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.824,1.066,"2007","10","23"
"83",2460,316,2007-11-19,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6132,0.4173,"2007","11","19"
"84",2462,316,2007-11-19,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,1.2821,0.8158,"2007","11","19"
"85",2464,316,2007-11-19,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1004,0.0782,"2007","11","19"
"86",2466,316,2007-11-19,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.1583,0.8653,"2007","11","19"
"87",2468,316,2007-11-19,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.8141,0.5078,"2007","11","19"
"88",2470,317,2007-11-19,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.2951,0.2045,"2007","11","19"
"89",2472,317,2007-11-19,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.5767,0.419,"2007","11","19"
"90",2474,317,2007-11-19,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.0498,0.0293,"2007","11","19"
"91",2476,317,2007-11-19,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1845,0.1312,"2007","11","19"
"92",2478,317,2007-11-19,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.7722,0.5554,"2007","11","19"
"93",3011,318,2008-03-18,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.4192,0.3239,"2008","03","18"
"94",3013,318,2008-03-18,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.2001,0.1586,"2008","03","18"
"95",3015,318,2008-03-18,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6581,0.4905,"2008","03","18"
"96",3017,318,2008-03-18,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0776,0.6171,"2008","03","18"
"97",3019,318,2008-03-18,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.5936,0.9583,"2008","03","18"
"98",3021,319,2008-03-18,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.4876,0.3713,"2008","03","18"
"99",3023,319,2008-03-18,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.3058,0.2405,"2008","03","18"
"100",3025,319,2008-03-18,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.5701,0.4371,"2008","03","18"
"101",3027,319,2008-03-18,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.8309,0.6508,"2008","03","18"
"102",3029,319,2008-03-18,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.8227,0.6067,"2008","03","18"
"103",3031,320,2008-04-14,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,1.7971,1.4233,"2008","04","14"
"104",3033,320,2008-04-14,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.651,0.5085,"2008","04","14"
"105",3035,320,2008-04-14,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,2.3037,0.9865,"2008","04","14"
"106",3037,320,2008-04-14,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.5015,1.1309,"2008","04","14"
"107",3039,320,2008-04-14,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.5535,1.1152,"2008","04","14"
"108",3051,320,2008-04-14,"Goodwin's","Inshore","C1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0922,0.0642,"2008","04","14"
"109",3041,321,2008-04-14,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,1.4371,1.014,"2008","04","14"
"110",3043,321,2008-04-14,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0763,0.8281,"2008","04","14"
"111",3045,321,2008-04-14,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.9378,0.7338,"2008","04","14"
"112",3047,321,2008-04-14,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,2.2457,1.5278,"2008","04","14"
"113",3049,321,2008-04-14,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6875,0.5329,"2008","04","14"
"114",3053,322,2008-05-15,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,4.2778,3.066,"2008","05","15"
"115",3055,322,2008-05-15,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,2.7136,1.9488,"2008","05","15"
"116",3057,322,2008-05-15,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,1.5202,1.1615,"2008","05","15"
"117",3059,322,2008-05-15,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.6991,1.2809,"2008","05","15"
"118",3061,322,2008-05-15,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,2.1544,1.6696,"2008","05","15"
"119",3063,323,2008-05-15,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,2.3339,1.7133,"2008","05","15"
"120",3065,323,2008-05-15,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,2.6662,1.9041,"2008","05","15"
"121",3067,323,2008-05-15,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0807,0.8075,"2008","05","15"
"122",3069,323,2008-05-15,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,2.5986,1.8926,"2008","05","15"
"123",3071,323,2008-05-15,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,2.1524,1.5019,"2008","05","15"
"124",3073,324,2008-06-11,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,2.2303,1.6194,"2008","06","11"
"125",3075,324,2008-06-11,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,2.205,1.642,"2008","06","11"
"126",3077,324,2008-06-11,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,3.2277,2.4132,"2008","06","11"
"127",3079,324,2008-06-11,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,3.3902,2.5321,"2008","06","11"
"128",3081,324,2008-06-11,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,4.4904,3.5324,"2008","06","11"
"129",3083,325,2008-06-11,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,2.999,2.119,"2008","06","11"
"130",3085,325,2008-06-11,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.299,0.1684,"2008","06","11"
"131",3087,325,2008-06-11,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,2.4593,1.8408,"2008","06","11"
"132",3089,325,2008-06-11,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,3.2354,2.1406,"2008","06","11"
"133",3091,325,2008-06-11,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.2851,0.9373,"2008","06","11"
"134",3093,325,2008-06-11,"Goodwin's","Offshore","E1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0408,0.0314,"2008","06","11"
"135",3095,326,2008-07-16,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.7257,0.5489,"2008","07","16"
"136",3097,326,2008-07-16,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,1.159,0.8871,"2008","07","16"
"137",3099,326,2008-07-16,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.951,0.7868,"2008","07","16"
"138",3101,326,2008-07-16,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.1014,0.813,"2008","07","16"
"139",3103,326,2008-07-16,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6019,0.4796,"2008","07","16"
"140",3115,326,2008-07-16,"Goodwin's","Inshore","D1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0628,0.0521,"2008","07","16"
"141",3118,326,2008-07-16,"Goodwin's","Inshore","E1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0359,0.03,"2008","07","16"
"142",3119,326,2008-07-16,"Goodwin's","Inshore","B1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0306,0.022,"2008","07","16"
"143",3105,327,2008-07-16,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,1.3559,0.9992,"2008","07","16"
"144",3107,327,2008-07-16,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,2.0188,1.4544,"2008","07","16"
"145",3109,327,2008-07-16,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,1.3808,1.0619,"2008","07","16"
"146",3111,327,2008-07-16,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.3408,0.9765,"2008","07","16"
"147",3113,327,2008-07-16,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6843,0.4971,"2008","07","16"
"148",3116,327,2008-07-16,"Goodwin's","Offshore","B1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0958,0.0637,"2008","07","16"
"149",3121,327,2008-07-16,"Goodwin's","Offshore","A1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.1598,0.1074,"2008","07","16"
"150",3164,328,2008-08-12,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.8042,0.6112,"2008","08","12"
"151",3166,328,2008-08-12,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,1.7511,1.346,"2008","08","12"
"152",3168,328,2008-08-12,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.4017,0.3248,"2008","08","12"
"153",3170,328,2008-08-12,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.3787,0.2825,"2008","08","12"
"154",3172,328,2008-08-12,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.9596,0.7088,"2008","08","12"
"155",3182,328,2008-08-12,"Goodwin's","Inshore","C1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,6.4513,3.9844,"2008","08","12"
"156",3185,328,2008-08-12,"Goodwin's","Inshore","C1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0443,0.0373,"2008","08","12"
"157",3188,328,2008-08-12,"Goodwin's","Inshore","A1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0091,0.0061,"2008","08","12"
"158",3189,328,2008-08-12,"Goodwin's","Inshore","A1",110,"Ulva","Ulva spp.",NA,NA,NA,0.0055,0.0044,"2008","08","12"
"159",3195,328,2008-08-12,"Goodwin's","Inshore","D1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0479,0.0369,"2008","08","12"
"160",3199,328,2008-08-12,"Goodwin's","Inshore","B1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.1789,0.1014,"2008","08","12"
"161",3174,329,2008-08-12,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.0794,0.0625,"2008","08","12"
"162",3176,329,2008-08-12,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.8029,0.5406,"2008","08","12"
"163",3178,329,2008-08-12,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.7196,0.5488,"2008","08","12"
"164",3180,329,2008-08-12,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.5641,1.1626,"2008","08","12"
"165",3183,329,2008-08-12,"Goodwin's","Offshore","A1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,1.7934,1.2832,"2008","08","12"
"166",3187,329,2008-08-12,"Goodwin's","Offshore","A1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0528,0.0364,"2008","08","12"
"167",3190,329,2008-08-12,"Goodwin's","Offshore","D1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.1336,0.0847,"2008","08","12"
"168",3192,329,2008-08-12,"Goodwin's","Offshore","D1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,-0.8231,-0.8265,"2008","08","12"
"169",3193,329,2008-08-12,"Goodwin's","Offshore","D1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0214,0.0176,"2008","08","12"
"170",3196,329,2008-08-12,"Goodwin's","Offshore","E1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0665,0.0428,"2008","08","12"
"171",3198,329,2008-08-12,"Goodwin's","Offshore","E1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0504,0.0374,"2008","08","12"
"172",3713,330,2008-10-06,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.2849,0.1963,"2008","10","06"
"173",3715,330,2008-10-06,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.044,0.0313,"2008","10","06"
"174",3717,330,2008-10-06,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.1799,0.1224,"2008","10","06"
"175",3719,330,2008-10-06,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.34,0.2432,"2008","10","06"
"176",3721,330,2008-10-06,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6686,0.4595,"2008","10","06"
"177",3733,330,2008-10-06,"Goodwin's","Inshore","A1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0144,0.0096,"2008","10","06"
"178",3734,330,2008-10-06,"Goodwin's","Inshore","E1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0469,0.0313,"2008","10","06"
"179",3739,330,2008-10-06,"Goodwin's","Inshore","E1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.5835,0.4075,"2008","10","06"
"180",3723,331,2008-10-06,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.7379,0.509,"2008","10","06"
"181",3725,331,2008-10-06,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.5146,0.359,"2008","10","06"
"182",3727,331,2008-10-06,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.288,0.2008,"2008","10","06"
"183",3729,331,2008-10-06,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.9674,0.6336,"2008","10","06"
"184",3731,331,2008-10-06,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0946,0.7104,"2008","10","06"
